,year,name,value,lastValue,rank,start
51,1992.9,I know pretty much everything,2621.645545393716,2610.643165673335,52,True
52,1992.9,Internet time,2621.645545393716,2610.643165673335,53,True
53,1992.9,Jupyter,2621.645545393716,2610.643165673335,54,True
54,1992.9,All the famous people are dying,2621.645545393716,2610.643165673335,55,True
55,1992.9,Women (interested),2621.645545393716,2610.643165673335,56,True
0,1993.9,Food/drink,157144.44123961427,157041.66797623303,1,True
1,1993.9,Need a nap,144384.30765191227,144241.96460980058,2,True
2,1993.9,What colour is that?,134281.62398732707,134147.5902143653,3,True
3,1993.9,What is that smell?,126200.15336280195,126163.55115902219,4,True
4,1993.9,"No, don't carry me there",115207.51168254983,115072.50302718356,5,True
5,1993.9,Walking,114956.56079984292,114573.20295205367,6,True
6,1993.9,I'm going to be sick,39538.70575628429,39674.96473727492,7,True
7,1993.9,Teeth are the worst,32671.34422162753,32579.834416365666,8,True
8,1993.9,Bugs,26111.169825816836,26060.41142326106,9,True
9,1993.9,Who the f**k is this?,19519.71448321079,19485.172908218814,10,True
10,1993.9,My toy,12947.20965183194,12910.370496723692,11,True
11,1993.9,Have I pooped myself?,8371.14298427563,10097.339974563842,12,True
12,1993.9,RUNNING,6366.252265345288,6348.139788632382,13,True
13,1993.9,The meaning of life,3226.2161294471616,3237.4375014592174,14,True
14,1993.9,Loud noises,3211.9727923167816,3218.446385285378,15,True
15,1993.9,Light,3196.9436783787733,3198.4075667013667,16,True
16,1993.9,I'm cold,3182.3994586733584,3179.015273760813,17,True
17,1993.9,Not supporting my own head,3167.928511002944,3159.7206768669275,18,True
18,1993.9,"Oh no, THIS is grown up",3160.402263626569,3149.6856803650944,19,True
19,1993.9,Oversized t-shirts,3160.402263626569,3149.6856803650944,20,True
20,1993.9,Not learning languages,3160.402263626569,3149.6856803650944,21,True
21,1993.9,Alcohol,3160.402263626569,3149.6856803650944,22,True
22,1993.9,The dark?,3160.402263626569,3149.6856803650944,23,True
23,1993.9,Travel,3160.402263626569,3149.6856803650944,24,True
24,1993.9,Tying my shoes,3160.402263626569,3149.6856803650944,25,True
25,1993.9,Using chopsticks,3160.402263626569,3149.6856803650944,26,True
26,1993.9,We MUST meet up more,3160.402263626569,3149.6856803650944,27,True
27,1993.9,What is a KPI?,3160.402263626569,3149.6856803650944,28,True
28,1993.9,When will I grow up?,3160.402263626569,3149.6856803650944,29,True
29,1993.9,Why does my skin hate me?,3160.402263626569,3149.6856803650944,30,True
30,1993.9,Women (fearful),3160.402263626569,3149.6856803650944,31,True
31,1993.9,Trampolines,3160.402263626569,3149.6856803650944,32,True
32,1993.9,Millenium?,3160.402263626569,3149.6856803650944,33,True
33,1993.9,Money,3160.402263626569,3149.6856803650944,34,True
34,1993.9,Famous people dying,3160.402263626569,3149.6856803650944,35,True
35,1993.9,Am I good?,3160.402263626569,3149.6856803650944,36,True
36,1993.9,Brexit,3160.402263626569,3149.6856803650944,37,True
37,1993.9,Cartoons,3160.402263626569,3149.6856803650944,38,True
38,1993.9,Chewing,3160.402263626569,3149.6856803650944,39,True
39,1993.9,Crash Bandicoot,3160.402263626569,3149.6856803650944,40,True
40,1993.9,Eugh these clothes,3160.402263626569,3149.6856803650944,41,True
41,1993.9,Exams,3160.402263626569,3149.6856803650944,42,True
42,1993.9,Famous people are predators,3160.402263626569,3149.6856803650944,43,True
43,1993.9,Famous people are racist,3160.402263626569,3149.6856803650944,44,True
44,1993.9,Games,3160.402263626569,3149.6856803650944,45,True
45,1993.9,Misbehaving in church,3160.402263626569,3149.6856803650944,46,True
46,1993.9,Getting into 12A movies,3160.402263626569,3149.6856803650944,47,True
47,1993.9,Getting swole,3160.402263626569,3149.6856803650944,48,True
48,1993.9,Going back to the same club,3160.402263626569,3149.6856803650944,49,True
49,1993.9,Harry Potter,3160.402263626569,3149.6856803650944,50,True
50,1993.9,I don't know anything,3160.402263626569,3149.6856803650944,51,True
51,1993.9,I know pretty much everything,3160.402263626569,3149.6856803650944,52,True
52,1993.9,Internet time,3160.402263626569,3149.6856803650944,53,True
53,1993.9,Jupyter,3160.402263626569,3149.6856803650944,54,True
54,1993.9,All the famous people are dying,3160.402263626569,3149.6856803650944,55,True
55,1993.9,Women (interested),3160.402263626569,3149.6856803650944,56,True
0,1994.9,Food/drink,157558.8034295621,157556.93158178727,1,True
1,1994.9,Need a nap,144383.44426568484,144383.4490542704,2,True
2,1994.9,Chewing,133597.24110615233,133162.06574029918,3,True
3,1994.9,I'm going to be sick,125944.81978357969,125754.87349170484,4,True
4,1994.9,Who the f**k is this?,115202.08381177866,114836.85916028144,5,True
5,1994.9,RUNNING,114856.37435480792,114411.17946429994,6,True
6,1994.9,Teeth are the worst,39264.15825408792,39227.76216288187,7,True
7,1994.9,Misbehaving in church,32506.612769551557,32389.489552105882,8,True
8,1994.9,"No, don't carry me there",26474.830154744566,26862.27775924784,9,True
9,1994.9,The dark?,19430.13512337396,19370.332427434852,10,True
10,1994.9,What is that smell?,13353.509095951109,13596.929030196126,11,True
11,1994.9,What colour is that?,10585.619835222878,13046.096860838014,12,True
12,1994.9,Walking,9497.357605153002,11595.080554078177,13,True
13,1994.9,Loud noises,6388.333210888155,6374.404116980718,14,True
14,1994.9,Bugs,4494.161373668336,4924.152245431955,15,True
15,1994.9,My toy,3752.8525087757243,3935.74042557514,16,True
16,1994.9,Have I pooped myself?,3495.1581111807645,3592.147895448527,17,True
17,1994.9,The meaning of life,3205.4291970622207,3205.842676623802,18,True
18,1994.9,Light,3203.7807624583993,3203.6447638187065,19,True
19,1994.9,I'm cold,3202.96172632808,3202.552715644948,20,True
20,1994.9,Not supporting my own head,3202.1468164035823,3201.4661690789508,21,True
21,1994.9,Oversized t-shirts,3201.7229869612456,3200.9010631558353,22,True
22,1994.9,"Oh no, THIS is grown up",3201.7229869612456,3200.9010631558353,23,True
23,1994.9,Alcohol,3201.7229869612456,3200.9010631558353,24,True
24,1994.9,Not learning languages,3201.7229869612456,3200.9010631558353,25,True
25,1994.9,Travel,3201.7229869612456,3200.9010631558353,26,True
26,1994.9,Tying my shoes,3201.7229869612456,3200.9010631558353,27,True
27,1994.9,Using chopsticks,3201.7229869612456,3200.9010631558353,28,True
28,1994.9,We MUST meet up more,3201.7229869612456,3200.9010631558353,29,True
29,1994.9,What is a KPI?,3201.7229869612456,3200.9010631558353,30,True
30,1994.9,When will I grow up?,3201.7229869612456,3200.9010631558353,31,True
31,1994.9,Why does my skin hate me?,3201.7229869612456,3200.9010631558353,32,True
32,1994.9,Women (fearful),3201.7229869612456,3200.9010631558353,33,True
33,1994.9,Trampolines,3201.7229869612456,3200.9010631558353,34,True
34,1994.9,Millenium?,3201.7229869612456,3200.9010631558353,35,True
35,1994.9,Money,3201.7229869612456,3200.9010631558353,36,True
36,1994.9,Famous people dying,3201.7229869612456,3200.9010631558353,37,True
37,1994.9,Am I good?,3201.7229869612456,3200.9010631558353,38,True
38,1994.9,Brexit,3201.7229869612456,3200.9010631558353,39,True
39,1994.9,Cartoons,3201.7229869612456,3200.9010631558353,40,True
40,1994.9,Crash Bandicoot,3201.7229869612456,3200.9010631558353,41,True
41,1994.9,Eugh these clothes,3201.7229869612456,3200.9010631558353,42,True
42,1994.9,Exams,3201.7229869612456,3200.9010631558353,43,True
43,1994.9,Famous people are predators,3201.7229869612456,3200.9010631558353,44,True
44,1994.9,Famous people are racist,3201.7229869612456,3200.9010631558353,45,True
45,1994.9,Games,3201.7229869612456,3200.9010631558353,46,True
46,1994.9,All the famous people are dying,3201.7229869612456,3200.9010631558353,47,True
47,1994.9,Getting into 12A movies,3201.7229869612456,3200.9010631558353,48,True
48,1994.9,Getting swole,3201.7229869612456,3200.9010631558353,49,True
49,1994.9,Going back to the same club,3201.7229869612456,3200.9010631558353,50,True
50,1994.9,Harry Potter,3201.7229869612456,3200.9010631558353,51,True
51,1994.9,I don't know anything,3201.7229869612456,3200.9010631558353,52,True
52,1994.9,I know pretty much everything,3201.7229869612456,3200.9010631558353,53,True
53,1994.9,Internet time,3201.7229869612456,3200.9010631558353,54,True
54,1994.9,Jupyter,3201.7229869612456,3200.9010631558353,55,True
55,1994.9,Women (interested),3201.7229869612456,3200.9010631558353,56,True
0,1995.9,Food/drink,157526.62494339162,157526.76223329693,1,True
1,1995.9,"No, don't carry me there",144073.36395393097,143714.00978850247,2,True
2,1995.9,Need a nap,134465.45052079356,134492.22707932934,3,True
3,1995.9,I'm going to be sick,126222.93333869312,126220.5791869929,4,True
4,1995.9,RUNNING,115587.84413368657,115585.05840944599,5,True
5,1995.9,Teeth are the worst,114991.25598105385,114706.85453233117,6,True
6,1995.9,Misbehaving in church,39209.00251060089,39196.92336044836,7,True
7,1995.9,The dark?,32525.1498785524,32462.673277253638,8,True
8,1995.9,What is that smell?,26105.988468715528,26046.663988018307,9,True
9,1995.9,Who the f**k is this?,13661.016025326939,14197.786611066282,10,True
10,1995.9,Chewing,10550.134143921445,12997.70374670903,11,True
11,1995.9,Trampolines,6403.308050130552,6396.529050503368,12,True
12,1995.9,What colour is that?,3622.917400044879,3761.4147548736087,13,True
13,1995.9,Walking,3561.633528944076,3679.7029267392045,14,True
14,1995.9,Loud noises,3386.5534379855335,3446.2628054611478,15,True
15,1995.9,Bugs,3279.885964367986,3304.0395073044183,16,True
16,1995.9,My toy,3238.1402567005935,3248.378563747895,17,True
17,1995.9,Have I pooped myself?,3223.628579451081,3229.0296607485448,18,True
18,1995.9,The meaning of life,3207.312925984107,3207.2754561259126,19,True
19,1995.9,Light,3207.2200968377965,3207.1516839308324,20,True
20,1995.9,I'm cold,3207.1739740346247,3207.0901868599362,21,True
21,1995.9,Not supporting my own head,3207.1280835926045,3207.028999603909,22,True
22,1995.9,Women (fearful),3207.1042162670688,3206.997176503195,23,True
23,1995.9,Why does my skin hate me?,3207.1042162670688,3206.997176503195,24,True
24,1995.9,"Oh no, THIS is grown up",3207.1042162670688,3206.997176503195,25,True
25,1995.9,When will I grow up?,3207.1042162670688,3206.997176503195,26,True
26,1995.9,Oversized t-shirts,3207.1042162670688,3206.997176503195,27,True
27,1995.9,We MUST meet up more,3207.1042162670688,3206.997176503195,28,True
28,1995.9,What is a KPI?,3207.1042162670688,3206.997176503195,29,True
29,1995.9,Not learning languages,3207.1042162670688,3206.997176503195,30,True
30,1995.9,Travel,3207.1042162670688,3206.997176503195,31,True
31,1995.9,Tying my shoes,3207.1042162670688,3206.997176503195,32,True
32,1995.9,Using chopsticks,3207.1042162670688,3206.997176503195,33,True
33,1995.9,Alcohol,3207.1042162670688,3206.997176503195,34,True
34,1995.9,Millenium?,3207.1042162670688,3206.997176503195,35,True
35,1995.9,Money,3207.1042162670688,3206.997176503195,36,True
36,1995.9,Famous people dying,3207.1042162670688,3206.997176503195,37,True
37,1995.9,Am I good?,3207.1042162670688,3206.997176503195,38,True
38,1995.9,Brexit,3207.1042162670688,3206.997176503195,39,True
39,1995.9,Cartoons,3207.1042162670688,3206.997176503195,40,True
40,1995.9,Crash Bandicoot,3207.1042162670688,3206.997176503195,41,True
41,1995.9,Eugh these clothes,3207.1042162670688,3206.997176503195,42,True
42,1995.9,Exams,3207.1042162670688,3206.997176503195,43,True
43,1995.9,Famous people are predators,3207.1042162670688,3206.997176503195,44,True
44,1995.9,Famous people are racist,3207.1042162670688,3206.997176503195,45,True
45,1995.9,Games,3207.1042162670688,3206.997176503195,46,True
46,1995.9,All the famous people are dying,3207.1042162670688,3206.997176503195,47,True
47,1995.9,Getting into 12A movies,3207.1042162670688,3206.997176503195,48,True
48,1995.9,Getting swole,3207.1042162670688,3206.997176503195,49,True
49,1995.9,Going back to the same club,3207.1042162670688,3206.997176503195,50,True
50,1995.9,Harry Potter,3207.1042162670688,3206.997176503195,51,True
51,1995.9,I don't know anything,3207.1042162670688,3206.997176503195,52,True
52,1995.9,I know pretty much everything,3207.1042162670688,3206.997176503195,53,True
53,1995.9,Internet time,3207.1042162670688,3206.997176503195,54,True
54,1995.9,Jupyter,3207.1042162670688,3206.997176503195,55,True
55,1995.9,Women (interested),3207.1042162670688,3206.997176503195,56,True
0,1996.9,RUNNING,157198.25407178374,157085.286515219,1,True
1,1996.9,Cartoons,143690.49530185663,143094.62309424498,2,True
2,1996.9,The dark?,133884.17969818242,133584.33999505106,3,True
3,1996.9,Food/drink,126638.25464511811,126795.41060872326,4,True
4,1996.9,Need a nap,115641.71179303799,115751.41674731816,5,True
5,1996.9,I'm going to be sick,115507.47030025543,115533.08917067607,6,True
6,1996.9,Teeth are the worst,39629.46299124372,39942.95868365544,7,True
7,1996.9,Chewing,32583.34563897721,32485.61745195747,8,True
8,1996.9,Who the f**k is this?,26110.123038517824,26052.903050836663,9,True
9,1996.9,Games,19459.220606688206,19385.77757581413,10,True
10,1996.9,Misbehaving in church,13087.046908641332,13193.90925357165,11,True
11,1996.9,"No, don't carry me there",11143.079546638688,13787.238612524443,12,True
12,1996.9,Trampolines,6421.062421547222,6420.9954679398725,13,True
13,1996.9,What is that smell?,4499.922012014122,4929.695233025022,14,True
14,1996.9,What colour is that?,3233.8212586744185,3241.5608952387515,15,True
15,1996.9,Walking,3230.37014849773,3236.9594150031667,16,True
16,1996.9,Loud noises,3220.5107732202,3223.8135812997934,17,True
17,1996.9,Bugs,3214.503952875616,3215.804487507015,18,True
18,1996.9,My toy,3212.1531053528306,3212.6700241433014,19,True
19,1996.9,Have I pooped myself?,3211.3359018025812,3211.5804194096354,20,True
20,1996.9,The meaning of life,3210.4171100110743,3210.3553636876263,21,True
21,1996.9,Light,3210.411882475578,3210.3483936402977,22,True
22,1996.9,I'm cold,3210.4092851384235,3210.3449305240915,23,True
23,1996.9,Not supporting my own head,3210.4067008863417,3210.341484854649,24,True
24,1996.9,Oversized t-shirts,3210.405356833354,3210.339692783999,25,True
25,1996.9,Alcohol,3210.405356833354,3210.339692783999,26,True
26,1996.9,Tying my shoes,3210.405356833354,3210.339692783999,27,True
27,1996.9,Travel,3210.405356833354,3210.339692783999,28,True
28,1996.9,Using chopsticks,3210.405356833354,3210.339692783999,29,True
29,1996.9,We MUST meet up more,3210.405356833354,3210.339692783999,30,True
30,1996.9,What is a KPI?,3210.405356833354,3210.339692783999,31,True
31,1996.9,When will I grow up?,3210.405356833354,3210.339692783999,32,True
32,1996.9,Why does my skin hate me?,3210.405356833354,3210.339692783999,33,True
33,1996.9,Women (fearful),3210.405356833354,3210.339692783999,34,True
34,1996.9,"Oh no, THIS is grown up",3210.405356833354,3210.339692783999,35,True
35,1996.9,Millenium?,3210.405356833354,3210.339692783999,36,True
36,1996.9,Not learning languages,3210.405356833354,3210.339692783999,37,True
37,1996.9,Money,3210.405356833354,3210.339692783999,38,True
38,1996.9,Am I good?,3210.405356833354,3210.339692783999,39,True
39,1996.9,Brexit,3210.405356833354,3210.339692783999,40,True
40,1996.9,Crash Bandicoot,3210.405356833354,3210.339692783999,41,True
41,1996.9,Eugh these clothes,3210.405356833354,3210.339692783999,42,True
42,1996.9,Exams,3210.405356833354,3210.339692783999,43,True
43,1996.9,Famous people are predators,3210.405356833354,3210.339692783999,44,True
44,1996.9,Famous people are racist,3210.405356833354,3210.339692783999,45,True
45,1996.9,Famous people dying,3210.405356833354,3210.339692783999,46,True
46,1996.9,Getting into 12A movies,3210.405356833354,3210.339692783999,47,True
47,1996.9,Getting swole,3210.405356833354,3210.339692783999,48,True
48,1996.9,Going back to the same club,3210.405356833354,3210.339692783999,49,True
49,1996.9,Harry Potter,3210.405356833354,3210.339692783999,50,True
50,1996.9,I don't know anything,3210.405356833354,3210.339692783999,51,True
51,1996.9,I know pretty much everything,3210.405356833354,3210.339692783999,52,True
52,1996.9,Internet time,3210.405356833354,3210.339692783999,53,True
53,1996.9,Jupyter,3210.405356833354,3210.339692783999,54,True
54,1996.9,All the famous people are dying,3210.405356833354,3210.339692783999,55,True
55,1996.9,Women (interested),3210.405356833354,3210.339692783999,56,True
0,1997.9,RUNNING,157332.6292487426,157332.24568280924,1,True
1,1997.9,Cartoons,144316.47142639343,144313.39396812106,2,True
2,1997.9,Food/drink,134451.77867463004,134388.09573246038,3,True
3,1997.9,The dark?,126333.13417291858,126365.06960953187,4,True
4,1997.9,Tying my shoes,115082.32912371733,114665.41562045671,5,True
5,1997.9,Teeth are the worst,114802.78722234325,114039.95701655574,6,True
6,1997.9,Need a nap,39785.71055506844,40012.042565133095,7,True
7,1997.9,Who the f**k is this?,32652.79268173665,32632.961207823242,8,True
8,1997.9,Chewing,26208.114613048943,26237.778247109523,9,True
9,1997.9,Games,19568.22271746077,19567.57589371348,10,True
10,1997.9,Loud noises,12973.968642385844,12924.937284819065,11,True
11,1997.9,I'm going to be sick,9543.952082415351,11651.706523761313,12,True
12,1997.9,Trampolines,6441.266754947994,6441.176131651413,13,True
13,1997.9,Misbehaving in church,3776.298063201273,3961.5011648092095,14,True
14,1997.9,"No, don't carry me there",3666.8264285664027,3815.538985296049,15,True
15,1997.9,What is that smell?,3292.7268790229773,3316.7395859048156,16,True
16,1997.9,What colour is that?,3221.428295626108,3221.674808042323,17,True
17,1997.9,Walking,3221.233951482409,3221.415682517391,18,True
18,1997.9,Bugs,3220.3404702418597,3220.2243741966586,19,True
19,1997.9,My toy,3220.2080857553055,3220.0478615479196,20,True
20,1997.9,Have I pooped myself?,3220.1620661511583,3219.9865020757234,21,True
21,1997.9,The meaning of life,3220.1103257560917,3219.9175148823015,22,True
22,1997.9,Light,3220.110031375195,3219.917122374439,23,True
23,1997.9,I'm cold,3220.109885110011,3219.9169273541934,24,True
24,1997.9,Not supporting my own head,3220.1097395816932,3219.916733316437,25,True
25,1997.9,Oversized t-shirts,3220.1096638933454,3219.9166323986396,26,True
26,1997.9,Alcohol,3220.1096638933454,3219.9166323986396,27,True
27,1997.9,Travel,3220.1096638933454,3219.9166323986396,28,True
28,1997.9,Using chopsticks,3220.1096638933454,3219.9166323986396,29,True
29,1997.9,We MUST meet up more,3220.1096638933454,3219.9166323986396,30,True
30,1997.9,What is a KPI?,3220.1096638933454,3219.9166323986396,31,True
31,1997.9,When will I grow up?,3220.1096638933454,3219.9166323986396,32,True
32,1997.9,Why does my skin hate me?,3220.1096638933454,3219.9166323986396,33,True
33,1997.9,Women (fearful),3220.1096638933454,3219.9166323986396,34,True
34,1997.9,"Oh no, THIS is grown up",3220.1096638933454,3219.9166323986396,35,True
35,1997.9,Millenium?,3220.1096638933454,3219.9166323986396,36,True
36,1997.9,Not learning languages,3220.1096638933454,3219.9166323986396,37,True
37,1997.9,Money,3220.1096638933454,3219.9166323986396,38,True
38,1997.9,Am I good?,3220.1096638933454,3219.9166323986396,39,True
39,1997.9,Brexit,3220.1096638933454,3219.9166323986396,40,True
40,1997.9,Crash Bandicoot,3220.1096638933454,3219.9166323986396,41,True
41,1997.9,Eugh these clothes,3220.1096638933454,3219.9166323986396,42,True
42,1997.9,Exams,3220.1096638933454,3219.9166323986396,43,True
43,1997.9,Famous people are predators,3220.1096638933454,3219.9166323986396,44,True
44,1997.9,Famous people are racist,3220.1096638933454,3219.9166323986396,45,True
45,1997.9,Famous people dying,3220.1096638933454,3219.9166323986396,46,True
46,1997.9,Getting into 12A movies,3220.1096638933454,3219.9166323986396,47,True
47,1997.9,Getting swole,3220.1096638933454,3219.9166323986396,48,True
48,1997.9,Going back to the same club,3220.1096638933454,3219.9166323986396,49,True
49,1997.9,Harry Potter,3220.1096638933454,3219.9166323986396,50,True
50,1997.9,I don't know anything,3220.1096638933454,3219.9166323986396,51,True
51,1997.9,I know pretty much everything,3220.1096638933454,3219.9166323986396,52,True
52,1997.9,Internet time,3220.1096638933454,3219.9166323986396,53,True
53,1997.9,Jupyter,3220.1096638933454,3219.9166323986396,54,True
54,1997.9,All the famous people are dying,3220.1096638933454,3219.9166323986396,55,True
55,1997.9,Women (interested),3220.1096638933454,3219.9166323986396,56,True
0,1998.9,Cartoons,157338.40517380965,157215.04027889343,1,True
1,1998.9,RUNNING,144744.29556173543,144784.91084412596,2,True
2,1998.9,Food/drink,134440.85320733036,134440.92052637078,3,True
3,1998.9,Tying my shoes,126064.51937612864,126016.90660284096,4,True
4,1998.9,Teeth are the worst,115471.82657910712,115469.35114382602,5,True
5,1998.9,Need a nap,115070.18443617392,114842.24091833274,6,True
6,1998.9,Who the f**k is this?,39185.70070065053,39157.012565269724,7,True
7,1998.9,Chewing,32689.935925524074,32658.723943501176,8,True
